1, 0.865625, 0.45, 0.26875, 0.5166666666666667
0, 0.16171875, 0.6041666666666666, 0.3140625, 0.44583333333333336
1, 0.865625, 0.45, 0.26875, 0.5166666666666667
0, 0.16171875, 0.6041666666666666, 0.3140625, 0.44583333333333336
1, 0.865625, 0.45, 0.26875, 0.5166666666666667
0, 0.16171875, 0.6041666666666666, 0.3140625, 0.44583333333333336
1, 0.865625, 0.45, 0.26875, 0.5166666666666667
0, 0.16171875, 0.6041666666666666, 0.3140625, 0.44583333333333336
1, 0.865625, 0.45, 0.26875, 0.5166666666666667
0, 0.16171875, 0.6041666666666666, 0.3140625, 0.44583333333333336
