Height,Weight
174.96714153011231,62.923146289747926
168.61735698828815,67.89677338617321
176.47688538100692,68.28642741736616
185.23029856408024,65.9886136538919
167.65846625276663,69.19357144166996
167.6586304305082,72.02025428407269
185.79212815507393,79.43092950605265
177.6743472915291,70.8728890641592
165.30525614065047,71.28775195361382
175.42560043585965,69.62777042116916
165.36582307187538,60.40614392350479
165.34270246429742,69.86743062275391
172.41962271566035,70.30115104970513
150.86719755342202,82.31621056242643
152.75082167486968,69.03819517609439
164.37712470759027,71.50773671166806
159.87168879665577,69.82644115147379
173.14247332595275,64.15660981190234
160.91975924478788,75.7141140725751
155.87696298664707,73.75966516343387
184.65648768921554,73.95515973521523
167.74223699513465,65.4530627260263
170.67528204687923,77.0139715546805
155.75251813786542,62.990744686038596
164.55617275474816,72.93428546900135
171.10922589709867,80.95227812904989
158.49006422577696,65.04731837434656
173.75698018345673,67.16851135198614
163.99361310081196,70.4982568254382
167.08306250206724,67.48262172941901
163.98293387770602,62.24668284466934
188.52278184508938,70.34281487403014
169.86502775262065,64.68848143136948
159.42289071044098,72.36796215317591
178.2254491210319,65.40287882883098
157.79156350028978,77.7496720250877
172.08863595004755,66.08373353831881
150.40329876120225,68.38969241897162
156.7181395110157,74.06758608684835
171.96861235869125,63.84567841783022
177.3846657999541,71.13729967302065
171.7136828118997,76.53571377141213
168.8435171761176,61.96258382719386
166.98896304410712,70.92316929266153
155.21478009632574,71.29941397124212
162.8015579160529,73.90911435888655
165.39361229040213,63.81524644560959
180.57122226218917,63.39771693457862
173.43618289568462,72.60970782808448
152.36959844637266,71.48492336616593
173.24083969394795,71.25246425172938
166.14917719583684,71.73224104748488
163.2307799969404,66.59987639210755
176.1167628884087,71.16126848580502
180.30999522495952,71.46536236649341
179.31280119116198,66.42824290986816
161.60782476777362,79.32887255572378
166.90787624148786,72.36916460455893
173.31263431403565,64.04348251398676
179.7554512712236,73.28276804316914
165.2082576215471,65.1265916488634
168.14341023336183,73.93542301871226
158.9366502599397,75.79297789503703
158.0379337591933,65.89658840824144
178.12525822394198,74.8168806462216
183.56240028570824,72.06390463468249
169.27989878419666,74.11030079997245
180.03532897892023,79.48396491326974
173.61636025047633,68.77305941998564
163.54880245394875,66.23131917821256
173.61395605508415,65.55242785187238
185.38036566465968,65.92094857517282
169.64173960890048,69.61449145292949
185.64643655814007,71.70575987408321
143.80254895910255,71.38345399665009
178.21902504375223,74.13591624518011
170.87047068238172,70.06500945938953
167.00992649534132,77.26767038578659
170.91760776535503,68.67671583381022
150.12431085399106,83.6008458329481
167.80328112162488,73.12833673882503
173.57112571511746,65.71421221791859
184.77894044741515,64.64553750969444
164.81729781726352,72.41236207621593
161.91506397106812,68.88268607337075
164.98242956415464,73.57000247046047
179.15402117702075,72.36618812286773
173.28751109659686,69.63585543671563
164.7023979623296,65.76603140965797
175.13267433113356,62.42576387657068
170.9707754934804,67.76742523966489
179.68644990532889,74.28199397161737
162.97946906122647,71.07046872065102
166.72337853402232,63.77130610644006
166.0789184686784,70.86590462925591
155.36485051867882,71.92658689864419
172.96120277064577,65.58071281899433
172.61055272179888,70.76862552972764
170.05113456642462,70.29104359223
167.65412866624854,64.28514851084688
